Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_0863,Serious_Age_Grouper,35-44,Male,Abu Dhabi,"20,001-35,000",South Asian,Self-employed,Experienced,3-4 days,50-80km,Road/Pavement,Full Marathon,Standard/Medium,,Style/Brand,Thin/Minimal,Standard fit,Bold/Bright,Running socks; Custom insoles; GPS Watch,Adidas; ASICS,400-600,Once a year,Brand stores,Free trial,6,Very comfortable,Won't pay,Definitely would use,Social/Community,4,Yes,3,4,10-15%,Yes,,No,4
UAE_0864,Social_Community_Runner,35-44,Male,Ajman,"10,001-20,000",GCC National,Fitness professional,Intermediate,1-2 days,25-50km,Road/Pavement,10K,Narrow,,Speed/Performance,No preference,Snug/Sock-like,Bold/Bright,,Nike; Hoka; Brooks,600-900,Every 1-2 years,Brand stores; During sales,Friend/Community,3,Slightly uncomfortable,Won't pay,Definitely would not,Mental health,4,No,5,3,10-15%,No,Garmin; Nike Run Club,No,5
UAE_0865,Social_Community_Runner,45-54,Male,Dubai,"20,001-35,000",Western,Homemaker,Intermediate,3-4 days,10-25km,Track,Half Marathon,Standard/Medium,Shin splints,Speed/Performance,Medium/Balanced,Snug/Sock-like,Solid neutral,GPS Watch,Adidas; ASICS,400-600,Every 4-6 months,Apps/Platforms,Friend/Community,3,Slightly uncomfortable,Up to 10 AED,Likely would use,Competitive performance,4,Yes,4,5,10-15%,No,Apple Watch/Health; Nike Run Club,No,5
UAE_0866,Serious_Age_Grouper,45-54,Female,Other UAE,"Above 60,000",South Asian,Corporate/Salaried,Experienced,Daily,25-50km,Road/Pavement,Half Marathon,Extra Wide,,Speed/Performance,No preference,Standard fit,Earthy/Natural,GPS Watch,Nike; New Balance,600-900,Every 4-6 months,Sports retailers,Professional review,5,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,4,No,5,3,10-15%,No,Strava; Garmin; Apple Watch/Health,Yes,5
UAE_0867,Aspirational_Beginner,25-34,Male,Dubai,"5,000-10,000",Arab (non-GCC),Student,Complete beginner,5-6 days,10-25km,Treadmill,Dubai/AD Marathon,Extra Wide,Knee pain; Bunions; None,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,Foam roller,Nike; Hoka,200-400,Every 1-2 years,Brand stores,Expert AI,5,Comfortable,Won't pay,Likely would use,General fitness,2,Yes,3,3,50%+,Yes,Apple Watch/Health,No,3
UAE_0868,Aspirational_Beginner,25-34,Female,Abu Dhabi,"5,000-10,000",South Asian,Corporate/Salaried,Beginner,I don't run yet,Less than 10km,Treadmill,Weight loss,Standard/Medium,,Comfort/Cushioning,No preference,Snug/Sock-like,Earthy/Natural,Running socks,Saucony; On Running,400-600,Rarely/Not yet,Sports retailers; Online (Amazon/Noon),Discount,3,Comfortable,Won't pay,Likely would use,Competitive performance,4,No,1,5,20-30%,No,,Yes,2
UAE_0869,Ultra_Trail_Specialist,35-44,Female,Fujairah,"20,001-35,000",Western,Fitness professional,Advanced/Competitive,3-4 days,80+ km,Trail/Desert,Full Marathon,Extra Wide,High arch; Bunions,Speed/Performance,No preference,Adjustable/Boa,Metallic/Premium,GPS Watch; Running belt/Hydration; Foam roller,Nike; ASICS; New Balance; Saucony,900-1200,Every 4-6 months,Sports retailers; Running specialty; During sales,Professional review,4,Prefer in-store,25-50 AED,Unlikely,Social/Community,4,Yes,5,3,50%+,Yes,Garmin,No,5
UAE_0870,Casual_Lifestyle_Runner,25-34,Non-binary,Abu Dhabi,"20,001-35,000",Western,Student,Beginner,3-4 days,Less than 10km,Treadmill,Weight loss,Standard/Medium,High arch; None,Comfort/Cushioning,Thick/Plush,Adjustable/Boa,Metallic/Premium,,Nike; Adidas; ASICS; Hoka,Under 200,Every 4-6 months,Sports retailers,Friend/Community,5,Neutral,Up to 10 AED,Neutral/Unsure,General fitness,3,No,2,4,50%+,No,,No,4
UAE_0871,Social_Community_Runner,35-44,Female,Dubai,"Above 60,000",GCC National,Student,Experienced,5-6 days,25-50km,Road/Pavement,10K,Wide,High arch,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Earthy/Natural,Running socks; GPS Watch,Nike; Hoka,400-600,Every 3 months,Running specialty; During sales,Expert AI,2,Neutral,Won't pay,Unlikely,General fitness,5,No,5,5,10-15%,No,Strava,No,3
UAE_0872,Aspirational_Beginner,25-34,Male,Abu Dhabi,"10,001-20,000",East/SE Asian,Other,Complete beginner,1-2 days,10-25km,Treadmill,5K,Wide,Flat feet/Low arch; None,Comfort/Cushioning,Thick/Plush,Standard fit,Limited Edition,GPS Watch,Nike; ASICS; Brooks,Above 1200,Every 4-6 months,Sports retailers; During sales,Free trial,4,Very comfortable,10-25 AED,Unlikely,Weight management,2,No,4,4,20-30%,No,,No,4
UAE_0873,Serious_Age_Grouper,18-24,Female,Dubai,"Above 60,000",,Self-employed,Experienced,5-6 days,50-80km,Road/Pavement,5K,Wide,Plantar fasciitis,Injury Prevention,Thin/Minimal,Snug/Sock-like,Solid neutral,Running socks; Compression wear,Adidas; ASICS; Hoka,600-900,Every 3 months,Sports retailers; Online (Amazon/Noon); Running specialty,Expert AI,4,Very comfortable,10-25 AED,Definitely would use,Weight management,5,Yes,4,3,5% or less,No,Garmin; Apple Watch/Health,Yes,5
UAE_0874,Social_Community_Runner,35-44,Non-binary,Dubai,"20,001-35,000",South Asian,Fitness professional,Complete beginner,3-4 days,10-25km,Road/Pavement,5K,Standard/Medium,,Style/Brand,Medium/Balanced,Standard fit,Bold/Bright,Running socks; Compression wear,No preference,Under 200,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,5,Very comfortable,Won't pay,Likely would use,Social/Community,5,Yes,4,3,10-15%,No,Strava,Yes,3
UAE_0875,Aspirational_Beginner,25-34,Male,Sharjah,,South Asian,Fitness professional,Beginner,3-4 days,Less than 10km,Road/Pavement,Dubai/AD Marathon,Standard/Medium,Flat feet/Low arch; None,Injury Prevention,Thick/Plush,Standard fit,Bold/Bright,Compression wear,Nike; Adidas,200-400,Every 1-2 years,Brand stores; Sports retailers,Free trial,5,Very comfortable,Up to 10 AED,Definitely would not,Weight management,3,Yes,5,3,10-15%,Yes,Strava,No,3
UAE_0876,Aspirational_Beginner,18-24,Male,Dubai,"5,000-10,000",African,Corporate/Salaried,Beginner,3-4 days,Less than 10km,Treadmill; Mall/Indoor,Weight loss,Wide,Flat feet/Low arch; High arch; Plantar fasciitis,Injury Prevention,Medium/Balanced,Standard fit,Bold/Bright,,Adidas,200-400,Every 4-6 months,Brand stores; Online (Amazon/Noon),Expert AI,4,Prefer in-store,Won't pay,Unlikely,Weight management,4,No,5,2,20-30%,No,,No,4
UAE_0877,Wellness_Professional,18-24,Female,Abu Dhabi,,South Asian,Corporate/Salaried,Intermediate,3-4 days,10-25km,Treadmill,Half Marathon,Standard/Medium,Shin splints; None,Speed/Performance,Thin/Minimal,Standard fit,Bold/Bright,Custom insoles,ASICS; On Running,900-1200,Once a year,Brand stores; Sports retailers; During sales,Expert AI,4,Comfortable,Up to 10 AED,Unlikely,Mental health,4,No,4,5,10-15%,No,Strava,Yes,3
UAE_0878,Serious_Age_Grouper,35-44,Male,Dubai,"10,001-20,000",East/SE Asian,Corporate/Salaried,Experienced,5-6 days,80+ km,Road/Pavement,5K,Standard/Medium,Plantar fasciitis,Speed/Performance,No preference,Roomy toe box,Metallic/Premium,GPS Watch; Compression wear,Nike; Hoka; Brooks,Above 1200,Every 1-2 years,Sports retailers,Professional review,3,Slightly uncomfortable,Up to 10 AED,Likely would use,Explore outdoors,5,No,4,5,50%+,No,,No,5
UAE_0879,Aspirational_Beginner,18-24,Female,Dubai,"10,001-20,000",Arab (non-GCC),Homemaker,Complete beginner,1-2 days,25-50km,Treadmill; Trail/Desert,Weight loss,Wide,,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,Running belt/Hydration,Adidas; New Balance,200-400,Every 1-2 years,Sports retailers; Online (Amazon/Noon),Expert AI,4,Comfortable,Won't pay,Likely would use,Social/Community,2,No,4,2,50%+,Yes,,No,5
UAE_0880,Aspirational_Beginner,25-34,Female,Dubai,"Below 5,000",Arab (non-GCC),Student,Complete beginner,I don't run yet,10-25km,Treadmill,Weight loss,Wide,Flat feet/Low arch,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Earthy/Natural,,Nike; Adidas,400-600,Rarely/Not yet,Sports retailers; Online (Amazon/Noon),Professional review,5,Neutral,10-25 AED,Neutral/Unsure,Mental health,3,No,5,4,20-30%,No,Strava; Apple Watch/Health; Nike Run Club,No,4
UAE_0881,Aspirational_Beginner,45-54,Female,Dubai,"Below 5,000",South Asian,Self-employed,Beginner,1-2 days,Less than 10km,Treadmill,Weight loss,Narrow,High arch; Bunions,Injury Prevention,Thick/Plush,Standard fit,Bold/Bright,Running socks,Adidas,200-400,Every 3 months,Brand stores; Sports retailers; Apps/Platforms,Discount,3,Very comfortable,Won't pay,Neutral/Unsure,Competitive performance,3,No,5,3,50%+,Yes,,No,3
UAE_0882,Serious_Age_Grouper,55+,Male,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,25-50km,Road/Pavement,Full Marathon,Not sure,Bunions,Durability/Value,Medium/Balanced,Standard fit,Metallic/Premium,Running socks; Custom insoles; Compression wear,ASICS,600-900,Once a year,Online (Amazon/Noon); Running specialty,Professional review,6,Slightly uncomfortable,Up to 10 AED,Likely would use,General fitness,5,Yes,2,3,50%+,Yes,Garmin; Apple Watch/Health,No,2
UAE_0883,Aspirational_Beginner,25-34,Female,Dubai,"35,001-60,000",South Asian,Student,Complete beginner,I don't run yet,Less than 10km,Road/Pavement; Trail/Desert,Weight loss,Not sure,Flat feet/Low arch,Style/Brand,No preference,Standard fit,Metallic/Premium,,Nike; Hoka,Under 200,Once a year,Online (Amazon/Noon); During sales,Professional review,2,Neutral,10-25 AED,Neutral/Unsure,Weight management,5,No,3,3,50%+,Yes,Strava; Apple Watch/Health,No,5
UAE_0884,Aspirational_Beginner,35-44,Non-binary,Dubai,"10,001-20,000",,Other,Complete beginner,I don't run yet,Less than 10km,Treadmill,Weight loss,Standard/Medium,Knee pain,Comfort/Cushioning,No preference,Standard fit,Metallic/Premium,,Hoka; Saucony,400-600,Every 3 months,Brand stores,Friend/Community,2,Comfortable,Won't pay,Neutral/Unsure,Weight management,3,No,4,2,50%+,Yes,,No,3
UAE_0885,Wellness_Professional,35-44,Male,Dubai,"20,001-35,000",South Asian,Student,Beginner,I don't run yet,10-25km,Treadmill,Weight loss,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Metallic/Premium,Running socks; Compression wear; Foam roller,Nike,400-600,Every 4-6 months,Sports retailers,Professional review,6,Very comfortable,10-25 AED,Definitely would use,Doctor advice,4,Yes,5,3,10-15%,No,,Yes,3
UAE_0886,Aspirational_Beginner,25-34,Female,Abu Dhabi,"20,001-35,000",GCC National,Self-employed,Complete beginner,1-2 days,Less than 10km,Treadmill,Weight loss,Narrow,,Comfort/Cushioning,Thick/Plush,Standard fit,Limited Edition,,Adidas; New Balance,600-900,Every 4-6 months,During sales,Expert AI,4,Comfortable,Won't pay,Neutral/Unsure,Mental health,1,No,5,4,10-15%,No,Apple Watch/Health,No,5
UAE_0887,Serious_Age_Grouper,35-44,Female,Abu Dhabi,"5,000-10,000",Arab (non-GCC),Self-employed,Advanced/Competitive,3-4 days,50-80km,Treadmill,Full Marathon,Standard/Medium,Plantar fasciitis,Durability/Value,Thin/Minimal,Standard fit,Bold/Bright,Running socks; Custom insoles,Nike; ASICS; New Balance; Hoka,600-900,Every 4-6 months,Sports retailers,Free trial,5,Comfortable,Up to 10 AED,Likely would use,Competitive performance,5,No,2,4,10-15%,Yes,Garmin,Yes,2
UAE_0888,Aspirational_Beginner,35-44,Male,Sharjah,"Below 5,000",East/SE Asian,Corporate/Salaried,Intermediate,3-4 days,Less than 10km,Treadmill,Weight loss,Wide,Shin splints,Durability/Value,Thick/Plush,Adjustable/Boa,Earthy/Natural,Running socks,ASICS; Brooks,200-400,Rarely/Not yet,Sports retailers; During sales,Social media,4,Comfortable,Up to 10 AED,Definitely would use,Weight management,2,No,5,4,20-30%,Yes,Strava,No,5
UAE_0889,Aspirational_Beginner,25-34,Female,Dubai,"5,000-10,000",Western,Student,Beginner,I don't run yet,Less than 10km,Road/Pavement,Weight loss,Standard/Medium,,Speed/Performance,Thin/Minimal,Standard fit,Bold/Bright,Compression wear; Foam roller,Nike,400-600,Rarely/Not yet,Sports retailers; Running specialty,Social media,1,Neutral,10-25 AED,Definitely would use,Social/Community,1,No,1,1,10-15%,No,,Yes,2
UAE_0890,Aspirational_Beginner,25-34,Female,Ras Al Khaimah,"Below 5,000",Western,Corporate/Salaried,Complete beginner,I don't run yet,25-50km,Treadmill,10K,Standard/Medium,Plantar fasciitis,Injury Prevention,Thick/Plush,Roomy toe box,Metallic/Premium,Running belt/Hydration,Nike; Hoka; Saucony,Under 200,Every 1-2 years,Sports retailers,Discount,1,Slightly uncomfortable,10-25 AED,Neutral/Unsure,Social/Community,1,No,1,1,20-30%,Yes,Apple Watch/Health; Nike Run Club,No,4
UAE_0891,Wellness_Professional,25-34,Female,Abu Dhabi,"20,001-35,000",Other,Corporate/Salaried,Beginner,1-2 days,10-25km,Treadmill,Full Marathon,Standard/Medium,,Injury Prevention,Thick/Plush,Standard fit,Earthy/Natural,Custom insoles; GPS Watch,Nike,200-400,Once a year,Sports retailers; Online (Amazon/Noon),Expert AI,3,Neutral,25-50 AED,Definitely would use,Mental health,3,No,1,5,50%+,No,,No,4
UAE_0892,Ultra_Trail_Specialist,45-54,Male,Fujairah,"Below 5,000",,Corporate/Salaried,Advanced/Competitive,Daily,50-80km,Trail/Desert,Ultra/Trail,Standard/Medium,Flat feet/Low arch,Comfort/Cushioning,No preference,Standard fit,Earthy/Natural,Compression wear; Foam roller,No preference,Above 1200,Once a year,Running specialty,Friend/Community,2,Very comfortable,25-50 AED,Definitely would use,General fitness,4,No,3,4,10-15%,Yes,Strava; Nike Run Club,No,2
UAE_0893,Ultra_Trail_Specialist,45-54,Male,Dubai,"20,001-35,000",East/SE Asian,Corporate/Salaried,Beginner,Daily,80+ km,Trail/Desert,Ultra/Trail,Wide,High arch,Comfort/Cushioning,No preference,Adjustable/Boa,Solid neutral,Custom insoles; Compression wear,Nike; Hoka,200-400,Every 3 months,Sports retailers; Online (Amazon/Noon); Running specialty,Expert AI,2,Neutral,25-50 AED,Neutral/Unsure,Doctor advice,5,Yes,3,3,5% or less,No,Strava; Apple Watch/Health,No,4
UAE_0894,Social_Community_Runner,18-24,Male,Dubai,"35,001-60,000",GCC National,Self-employed,Advanced/Competitive,3-4 days,10-25km,Road/Pavement,Full Marathon,Extra Wide,,Speed/Performance,No preference,Standard fit,Solid neutral,Running socks; GPS Watch,Nike; ASICS; Brooks; Saucony,900-1200,Every 3 months,Brand stores; Online (Amazon/Noon); Running specialty,Discount,5,Very comfortable,Up to 10 AED,Likely would use,Weight management,4,No,5,4,50%+,No,Apple Watch/Health,No,4
UAE_0895,Serious_Age_Grouper,35-44,Female,Ajman,,Arab (non-GCC),Self-employed,Intermediate,3-4 days,80+ km,Road/Pavement,Full Marathon,Standard/Medium,,Speed/Performance,Thin/Minimal,Snug/Sock-like,Earthy/Natural,GPS Watch; Compression wear; Running belt/Hydration,Nike; Adidas; ASICS; Saucony,600-900,Every 3 months,Brand stores; Sports retailers; Online (Amazon/Noon),Professional review,7,Comfortable,Up to 10 AED,Likely would use,General fitness,2,Yes,4,4,10-15%,No,Strava; Apple Watch/Health,Yes,5
UAE_0896,Aspirational_Beginner,25-34,Male,Dubai,"20,001-35,000",Arab (non-GCC),Student,Intermediate,5-6 days,Less than 10km,Treadmill,No goal/fun,Narrow,High arch,Comfort/Cushioning,Thick/Plush,Standard fit,Bold/Bright,Custom insoles; Running belt/Hydration; Foam roller,No preference,400-600,Rarely/Not yet,Brand stores,Expert AI,2,Slightly uncomfortable,10-25 AED,Definitely would use,Competitive performance,2,No,5,3,20-30%,No,,No,1
UAE_0897,Social_Community_Runner,35-44,Female,Dubai,"5,000-10,000",South Asian,Corporate/Salaried,Experienced,1-2 days,25-50km,Road/Pavement; Trail/Desert,10K,Not sure,Shin splints; None,Speed/Performance,No preference,Snug/Sock-like,Solid neutral,Compression wear,Saucony; On Running,400-600,Once a year,Brand stores; Sports retailers; Running specialty,Discount,2,Very comfortable,50+ AED,Unlikely,Doctor advice,5,Yes,4,5,10-15%,No,Strava; Garmin; Apple Watch/Health,No,4
UAE_0898,Ultra_Trail_Specialist,25-34,Female,Ajman,"10,001-20,000",GCC National,Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Trail/Desert,10K,Standard/Medium,Plantar fasciitis,Injury Prevention,Thick/Plush,Roomy toe box,Metallic/Premium,GPS Watch; Running belt/Hydration,Hoka; Brooks; Saucony,400-600,Every 3 months,Brand stores; Online (Amazon/Noon); Running specialty,Professional review,3,Neutral,Won't pay,Neutral/Unsure,Explore outdoors,5,Yes,4,2,50%+,No,Apple Watch/Health,No,3
UAE_0899,Aspirational_Beginner,35-44,Female,Sharjah,"5,000-10,000",South Asian,Homemaker,Intermediate,1-2 days,Less than 10km,Treadmill,5K,Not sure,,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,Running socks; Compression wear,No preference,400-600,Rarely/Not yet,Sports retailers,Discount,6,Comfortable,Up to 10 AED,Likely would use,General fitness,4,No,2,3,10-15%,No,Apple Watch/Health,Yes,4
UAE_0900,Aspirational_Beginner,35-44,Male,Dubai,"Below 5,000",,Homemaker,Beginner,3-4 days,25-50km,Treadmill,Ultra/Trail,Standard/Medium,Plantar fasciitis,Comfort/Cushioning,Thick/Plush,Adjustable/Boa,Bold/Bright,Custom insoles,No preference,400-600,Every 4-6 months,Brand stores; During sales,Friend/Community,4,Neutral,25-50 AED,Neutral/Unsure,Weight management,2,No,2,4,10-15%,Yes,,No,4
UAE_0901,Aspirational_Beginner,25-34,Male,Dubai,"10,001-20,000",Arab (non-GCC),Student,Complete beginner,3-4 days,10-25km,Road/Pavement,Weight loss,Wide,High arch; Plantar fasciitis,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,,Nike; Hoka,200-400,Every 1-2 years,Apps/Platforms; During sales,Expert AI,4,Very comfortable,25-50 AED,Neutral/Unsure,General fitness,2,No,2,3,5% or less,No,,No,4
UAE_0902,Aspirational_Beginner,25-34,Female,Abu Dhabi,"20,001-35,000",South Asian,Corporate/Salaried,Beginner,3-4 days,25-50km,Road/Pavement; Trail/Desert; Mall/Indoor,5K,Wide,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Bold/Bright,,Adidas; ASICS,400-600,Every 4-6 months,Sports retailers,Professional review,1,Slightly uncomfortable,25-50 AED,Unlikely,General fitness,1,No,2,4,50%+,Yes,,No,2
UAE_0903,Aspirational_Beginner,25-34,Male,Dubai,"10,001-20,000",South Asian,Student,Beginner,1-2 days,25-50km,Treadmill,10K,Narrow,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Metallic/Premium,Running socks,Hoka,200-400,Every 1-2 years,Sports retailers; During sales,Discount,4,Comfortable,Won't pay,Likely would use,General fitness,4,No,3,4,50%+,Yes,Apple Watch/Health,No,4
UAE_0904,Serious_Age_Grouper,45-54,Male,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Experienced,5-6 days,50-80km,Road/Pavement; Treadmill; Track,Dubai/AD Marathon,Standard/Medium,High arch,Speed/Performance,Thin/Minimal,Standard fit,Bold/Bright,Running socks; GPS Watch,Nike; Adidas; New Balance; Hoka,600-900,Once a year,Brand stores; Online (Amazon/Noon),Professional review,5,Comfortable,Won't pay,Likely would use,Competitive performance,4,No,5,3,20-30%,Yes,,No,5
UAE_0905,Social_Community_Runner,35-44,Male,Abu Dhabi,"20,001-35,000",African,Corporate/Salaried,Intermediate,5-6 days,10-25km,Treadmill,Full Marathon,Extra Wide,Flat feet/Low arch,Durability/Value,Medium/Balanced,Roomy toe box,Solid neutral,GPS Watch,Adidas; New Balance,600-900,Every 4-6 months,Brand stores; Running specialty; During sales,Discount,1,Slightly uncomfortable,Up to 10 AED,Likely would use,Weight management,3,No,5,5,50%+,No,Garmin; Apple Watch/Health; Nike Run Club,No,5
UAE_0906,Ultra_Trail_Specialist,35-44,Male,Sharjah,"Above 60,000",Western,Fitness professional,Intermediate,5-6 days,50-80km,Trail/Desert,Dubai/AD Marathon,Wide,Flat feet/Low arch,Injury Prevention,No preference,Standard fit,Limited Edition,GPS Watch,Hoka; Brooks,Under 200,Every 4-6 months,Online (Amazon/Noon); Running specialty; Apps/Platforms,Friend/Community,2,Very comfortable,50+ AED,Likely would use,General fitness,5,No,4,2,20-30%,No,Strava; Garmin; Apple Watch/Health,No,4
UAE_0907,Wellness_Professional,35-44,Male,Dubai,"20,001-35,000",South Asian,Self-employed,Beginner,1-2 days,Less than 10km,Treadmill,5K,Standard/Medium,Flat feet/Low arch; Knee pain; None,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,,Nike; ASICS; On Running,200-400,Every 3 months,Online (Amazon/Noon); During sales,Friend/Community,4,Very comfortable,25-50 AED,Likely would use,Weight management,2,Yes,2,3,20-30%,Yes,,Yes,4
UAE_0908,Social_Community_Runner,25-34,Non-binary,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Intermediate,5-6 days,10-25km,Road/Pavement,5K,Standard/Medium,Bunions; None,Injury Prevention,No preference,Standard fit,Bold/Bright,GPS Watch,No preference,400-600,Once a year,Brand stores; During sales,Free trial,4,Very comfortable,10-25 AED,Likely would use,General fitness,4,Yes,5,4,20-30%,No,Apple Watch/Health,No,3
UAE_0909,Aspirational_Beginner,25-34,Female,Sharjah,"10,001-20,000",Western,Corporate/Salaried,Beginner,1-2 days,Less than 10km,Road/Pavement; Treadmill; Beach/Sand,Weight loss,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Limited Edition,Running socks,Nike; Adidas; Hoka,200-400,Rarely/Not yet,Brand stores; Sports retailers,Discount,5,Prefer in-store,10-25 AED,Definitely would use,Weight management,3,No,4,5,5% or less,Yes,Nike Run Club,No,3
